female,age,educ,inc_q,in_workforce,is_rural,account,account_fin,account_mob,dig_account,con1,internet_use,anydigpayment,merchantpay_dig,saved,fin17b,fin17c,borrowed,fin22a,fin22a_1,fin24a,fin24b,adoption_tier,adoption_tier_label,cluster
0,27,3,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,Advanced,2
0,36,2,4,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,3,0,Excluded,1
0,30,2,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,2,3,Advanced,2
0,40,1,3,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,0
0,25,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
1,31,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,Excluded,0
1,45,1,4,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,2,Digitally Engaged,0
1,60,1,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,Digitally Engaged,0
0,24,2,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,3,2,3,Advanced,2
1,40,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
0,52,2,5,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
0,50,2,5,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,3,4,3,Advanced,1
1,48,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
0,28,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,Excluded,1
1,22,2,5,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,3,2,Digitally Engaged,0
0,33,2,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,3,3,Advanced,2
0,37,1,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,Digitally Engaged,1
0,15,2,5,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,2,3,Advanced,2
1,16,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,34,2,3,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,3,3,Advanced,2
0,38,2,5,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,3,1,3,Advanced,1
0,41,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,1
1,42,2,5,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,3,3,Advanced,1
0,40,1,3,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,2,3,2,Digitally Engaged,1
0,29,1,4,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,2,2,3,Advanced,2
0,35,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,Excluded,1
1,28,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Excluded,0
1,30,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,Excluded,1
0,50,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,0,Excluded,1
1,33,2,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,Excluded,1
1,28,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,0
0,32,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,Excluded,1
1,35,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,0
0,32,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,Excluded,1
1,45,1,2,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,3,2,Digitally Engaged,0
1,65,1,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,3,2,3,Advanced,1
1,32,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,0
0,20,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,Excluded,1
1,24,2,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,Excluded,0
0,21,2,5,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,2,3,2,Digitally Engaged,1
1,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,Excluded,0
1,16,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,Excluded,0
1,35,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,50,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,Basic,0
1,40,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Excluded,0
1,30,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,Excluded,1
1,37,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,Excluded,1
0,21,2,3,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,2,2,3,Advanced,1
1,15,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
1,38,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,Excluded,0
1,30,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
0,40,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,2,Digitally Engaged,1
1,45,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Excluded,0
0,56,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Excluded,1
0,60,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,4,0,Excluded,1
0,40,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,Excluded,1
0,22,1,3,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,1,0,Excluded,1
1,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Excluded,0
0,30,1,2,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,2,0,3,Advanced,1
0,35,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,Excluded,1
0,40,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,Excluded,1
0,45,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,Excluded,1
0,28,2,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,2,3,3,Advanced,2
1,30,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
0,40,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
0,22,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,4,0,Excluded,1
0,36,2,4,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3,3,2,Digitally Engaged,1
0,30,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,4,0,Excluded,1
1,35,1,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,0
0,22,1,4,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
1,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Excluded,0
1,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Excluded,0
0,31,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,2,3,2,Digitally Engaged,1
1,50,2,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,Basic,0
0,30,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,1
1,27,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,Excluded,0
0,29,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,Excluded,1
0,20,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,Excluded,1
0,25,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3,Advanced,2
0,29,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,Excluded,1
0,48,2,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,3,Advanced,2
0,38,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,4,3,Advanced,2
1,36,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
0,22,2,5,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,2,Digitally Engaged,1
0,30,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,3,Advanced,2
0,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Excluded,0
1,34,3,5,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,2,Digitally Engaged,1
1,48,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Excluded,0
0,19,2,5,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,3,3,2,Digitally Engaged,1
0,23,2,3,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2,0,Excluded,1
